Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, receiver, false>::_Head_base<receiver>(receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, receiver, false>::~_Head_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_Deque_impl::_Deque_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_Deque_impl::~_Deque_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_M_allocate_map(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_M_create_nodes(receiver**, receiver**)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_Deque_impl_data::_Deque_impl_data()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_M_destroy_nodes(receiver**, receiver**)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_M_deallocate_map(receiver**, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_M_initialize_map(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::_Deque_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Deque_base<receiver, std::allocator<receiver> >::~_Deque_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_M_head(std::_Tuple_impl<0ul, int (receiver::*)(), receiver>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_Tuple_impl<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::~_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, receiver>::_M_head(std::_Tuple_impl<1ul, receiver>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, receiver>::_Tuple_impl<receiver>(receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, receiver>::~_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<receiver*>(receiver*, receiver*)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<receiver> >::max_size(std::allocator<receiver> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<receiver*> >::deallocate(std::allocator<receiver*>&, receiver**, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<receiver*> >::allocate(std::allocator<receiver*>&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_List_const_iterator<donor>::_List_const_iterator(std::_List_iterator<donor> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<receiver, std::allocator<receiver> >::_S_max_size(std::allocator<receiver> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<receiver, std::allocator<receiver> >::_M_destroy_data(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>, std::allocator<receiver> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<receiver, std::allocator<receiver> >::_M_pop_front_aux()
  0.00      0.00     0.00        1     0.00     0.00  void std::deque<receiver, std::allocator<receiver> >::_M_push_back_aux<receiver const&>(receiver const&)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<receiver, std::allocator<receiver> >::_M_destroy_data_aux(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<receiver, std::allocator<receiver> >::_M_reserve_map_at_back(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::deque<receiver, std::allocator<receiver> >::deque()
  0.00      0.00     0.00        1     0.00     0.00  std::tuple<int (receiver::*)(), receiver>::tuple<int (receiver::*)(), receiver, true>(int (receiver::*&&)(), receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple<int (receiver::*)(), receiver>::~tuple()
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::_State_impl<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::~_State_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >, int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  int std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>)
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::~_Invoker()
  0.00      0.00     0.00        1     0.00     0.00  std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::operator()()
  0.00      0.00     0.00        1     0.00     0.00  std::thread::thread<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_dec_size(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_init()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<donor, std::allocator<donor> >::~_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<receiver, std::allocator<receiver> >::~_List_base()
  0.00      0.00     0.00        1     0.00     0.00  void std::__cxx11::list<donor, std::allocator<donor> >::sort<std::greater<donor> >(std::greater<donor>)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<donor, std::allocator<donor> >::clear()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<donor, std::allocator<donor> >::erase(std::_List_const_iterator<donor>)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<donor, std::allocator<donor> >::_M_erase(std::_List_iterator<donor>)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<donor, std::allocator<donor> >::list()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<receiver, std::allocator<receiver> >::list()
  0.00      0.00     0.00        1     0.00     0.00  int (receiver::*&std::__get_helper<0ul, int (receiver::*)(), receiver>(std::_Tuple_impl<0ul, int (receiver::*)(), receiver>&))()
  0.00      0.00     0.00        1     0.00     0.00  receiver& std::__get_helper<1ul, receiver>(std::_Tuple_impl<1ul, receiver>&)
  0.00      0.00     0.00        1     0.00     0.00  int std::__invoke_impl<int, int (receiver::*)(), receiver>(std::__invoke_memfun_ref, int (receiver::*&&)(), receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&)
  0.00      0.00     0.00        1     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00        1     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00        1     0.00     0.00  receiver&& std::forward<receiver&&>(std::remove_reference<receiver&&>::type&)
  0.00      0.00     0.00        1     0.00     0.00  int (receiver::*&&std::forward<int (receiver::*&&)()>(std::remove_reference<int (receiver::*&&)()>::type&))()
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy<receiver*>(receiver*, receiver*)
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy<receiver*, receiver>(receiver*, receiver*, std::allocator<receiver>&)
  0.00      0.00     0.00        1     0.00     0.00  receiver&& std::__invfwd<receiver, receiver>(std::remove_reference<receiver>::type&)
  0.00      0.00     0.00        1     0.00     0.00  std::__invoke_result<int (receiver::*)(), receiver>::type std::__invoke<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&)
  0.00      0.00     0.00        1     0.00     0.00  std::operator-(std::_Deque_iterator<receiver, receiver&, receiver*> const&, std::_Deque_iterator<receiver, receiver&, receiver*> const&)

			Call graph


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00      14/95          donor::five_highest_donor_report() [211]
                0.00    0.00      18/95          receiver::daily_donation_report() [214]
                0.00    0.00      18/95          receiver::view_receiver_queue() [213]
                0.00    0.00      21/95          donor::view_all_donor_data() [210]
                0.00    0.00      24/95          receiver::get_receiver_data() [112]
[8]      0.0    0.00    0.00      95         std::setw(int) [8]
-----------------------------------------------
                0.00    0.00      83/83          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [10]
[9]      0.0    0.00    0.00      83         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [9]
                0.00    0.00      83/83          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [12]
                0.00    0.00      83/83          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [11]
                0.00    0.00      83/83          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [13]
-----------------------------------------------
                0.00    0.00       2/83          receiver::get_receiver_data() [112]
                0.00    0.00       2/83          donor::get_donor_data() [108]
                0.00    0.00       7/83          report_corner_menu() [201]
                0.00    0.00       8/83          blood_group_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [72]
                0.00    0.00      10/83          age_validation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [60]
                0.00    0.00      22/83          submenu() [205]
                0.00    0.00      32/83          manage_donor_menu() [198]
[10]     0.0    0.00    0.00      83         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [10]
                0.00    0.00      83/83          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [9]
-----------------------------------------------
                0.00    0.00      83/83          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [9]
[11]     0.0    0.00    0.00      83         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [11]
-----------------------------------------------
                0.00    0.00      83/83          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [9]
[12]     0.0    0.00    0.00      83         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [12]
